GENERAL|ALL|PdWNx,4r1k1/p2b2pp/8/3Pqp2/Pp2r3/4pQN1/2P1R1PP/5RK1 b - - 9 28,f5f4 g3e4 e5e4 f3f4 e4f4 f1f4,2026,76,84,412,advantage long middlegame,https://lichess.org/9DIg5ri4/black#56,,
GENERAL|ALL|T5mo2,2kr4/pp1r1ppp/1qp1p3/3nP3/5PP1/1BP1bR2/PP1BQ2P/3RK3 b - - 2 18,d5f4 d2e3 d7d1 b3d1,2045,79,88,63,advantage fork middlegame short,https://lichess.org/IPbgAdyq/black#36,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,
GENERAL|ALL|gy4VN,6k1/5p2/4pBb1/8/p4Pp1/4r3/1r6/3R1K2 b - - 3 44,b2h2 d1d8 g8h7 d8h8,844,104,86,29,endgame mate mateIn2 short,https://lichess.org/S55h552P/black#88,,
GENERAL|ALL|Gt5ud,r4rk1/4bppp/p3p3/2p4P/qpBnPPP1/4Q3/PPPB4/2KR3R w - - 1 18,g4g5 a4c2,934,77,100,316,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/9LxLgWos#35,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,
GENERAL|ALL|r9qDY,3br3/5p1p/5k2/2PR4/p4P2/8/P4KPP/8 b - - 0 36,f6e6 d5e5 e6d7 c5c6 d7c6 e5e8,1438,73,96,35465,crushing deflection endgame exposedKing long,https://lichess.org/0yaSOQj4/black#72,,
GENERAL|ALL|3vd0r,r1b3k1/p4pp1/2p3qp/4n3/3N1R2/6P1/2Q2PBP/3R2K1 w - - 2 24,d4c6 g6c2 d1d8 g8h7 g2e4 c2e4 f4e4 e5c6,1895,77,98,2997,advantage hangingPiece middlegame veryLong,https://lichess.org/EsLOFHI6#47,,
GENERAL|ALL|9vyUb,6k1/pp3Qbp/4p1p1/1P2PnN1/P1r5/3q4/5PPK/8 b - - 3 30,g8h8 f7e8 g7f8 e8f8,911,103,96,829,endgame mate mateIn2 short,https://lichess.org/5213J03n/black#60,,
GENERAL|ALL|eE94x,r4Qk1/p1q4p/5RpB/8/8/8/P1r2PPP/4R1K1 b - - 2 23,a8f8 f6f8,803,81,70,74,endgame mate mateIn1 oneMove operaMate,https://lichess.org/PIEbtX0u/black#46,,
GENERAL|ALL|yq3Xy,r4rk1/2q2ppp/bp2p3/p1p1P2n/2PbNPN1/P6P/1PQ1B1P1/2KR3R b - - 2 23,h5f4 e4f6 g7f6 g4f6 g8g7 c2h7,1280,285,83,4,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/YxRk3w9T/black#46,,
GENERAL|ALL|wKGIX,2rr2k1/5p1p/1pqppQp1/p1n5/P1PB4/R4P2/5P1P/3R2K1 b - - 1 26,e6e5 d4e5 d6e5 d1d8 c8d8 f6c6,2137,86,86,40,crushing discoveredAttack long middlegame,https://lichess.org/RltZpKZM/black#52,,
GENERAL|ALL|bPZ7h,r1bq1rk1/1pp2ppp/p1nb4/8/2B1Q3/2B2N2/P4PPP/3R1RK1 b - - 1 15,f8e8 c4f7 g8f7 e4h7,2285,110,0,39,advantage deflection kingsideAttack middlegame short,https://lichess.org/BUpNSnjK/black#30,Danish_Gambit_Accepted Danish_Gambit_Accepted_Other_variations,
GENERAL|ALL|HSfTi,r4rk1/pp3p1p/2bR2p1/4p1Q1/8/2P5/PP3PnP/5R1K w - - 0 21,h1g1 g2f4 d6c6 f4h3 g1h1 h3g5,1813,76,88,100,advantage fork long middlegame quietMove sacrifice,https://lichess.org/rZA834Ly#41,,
GENERAL|ALL|6Pky9,2r3k1/1p5p/3p1rn1/1B1P4/P4p2/3QqP2/6RP/R6K w - - 1 28,g2e2 c8c1 a1c1 e3c1 h1g2 g6e5,2389,106,90,936,crushing long middlegame,https://lichess.org/u6S3D9R5#55,,
GENERAL|ALL|bWeR0,k3rR2/pp6/2pQ3p/3p4/3q4/8/PP2r1PP/5R1K b - - 1 32,d4b2 d6d8 e8d8 f8d8,1511,77,83,453,backRankMate endgame mate mateIn2 sacrifice short xRayAttack,https://lichess.org/TVifYU9p/black#64,,
